,0,1
1681,5,"""The sound leaves you a bit wanting, but its still pretty good for a notebook"""
1682,5,"""The battery life is fantastic"""
1683,5,"""Everyone keeps saying they cant rely on their battery life where as my iBook can power on for up to 5 hours if im just working on the net"""
1684,5,"""The biggest warning I have for buyers is that the networking between my iBook and my universities PC based network has basically been a dead goose"""
1685,5,"""The DVD player is flawless"""
1686,5,"""I downloaded Safari and I like it even better that MS Internet Explorer"""
1687,5,"""This a fast computer especially when I added 512 mb of ram"""
1688,5,"""Apples are absolutely awesome computers with sweet applications"""
1689,5,"""Going from windows to the apple system wasn't that bad, and my computer has never once crashed on me"""
1690,5,"""I am getting an airport card soon, and look forward to wireless connectivity"""
1691,5,"""I will say that I don't really waste time with video games"""
1692,5,"""It's also the most beautiful hardware, and operating system on the planet"""
1693,5,""":)) I rarely have to re-boot, and haven't had any issues with the software"""
1694,5,"""I spent another $100 on more RAM, because it was painfully slow"""
1695,5,"""' This does *NOT* mean that it has an airport card, and is ready to go"""
1696,5,"""' The airport card costs about $100"""
1697,5,"""I'm a graphic design student and the poor thing has gotten scratched, scraped and dented"""
1698,5,"""), have tons of data and music files, and still manage to have Dreamworks and Flash"""
1699,5,"""Possibly because I never shelled out the extra $100 to get the 512 RAM (duh"""
1700,5,"""Over the year or so I've owned it, the quality has gotten so irritatingly bad that I only use headphones on it and even then, the right speaker is kinda busted"""
1701,5,"""The mail program looks deceptively simple, but has powerful rules as well as great beysian spam filtering"""
1702,5,"""(Could have made windows connectivity simpler though"""
1703,5,"""As a microsoft user and a gamer, I just had to get a two-button mouse, and am quite pleased that it worked seamlessly and without a hitch"""
1704,5,"""I was a 14inch ibook fan, only reason i got the 12inch was because the 14inch was out of stock"""
1705,5,"""i was worried the screen might be small but its perfect, its all perfect"""
1706,5,"""but for the price of the powerbook i could get an ibook AND emac"""
1707,5,"""just make sure you add as much RAM as you can"""
1708,5,"""once you get it, no matter how many pictures you had seen, you will be shocked at the beauty"""
1709,5,"""I was frustrated up to my neck with Windows, and I am very pleased with the Mac OS--incredibly stable"""
1710,5,"""I did buy some extra memory, which is a good idea"""
1711,5,"""com DEFINITELY had the best price--I did plenty of comparative shopping"""
1712,5,"""The main beef, though, was that the resolution on the 14 ' iBook is the same as the resolution on the 12 ' iBook (1024 X 768)"""
1713,5,"""The price offered was 1350"""
1714,5,"""Since other factors are basically equal, the difference is the screen"""
1715,5,"""If you've never used a laptop, the screen feels bigger, simply because you're usually closer to it"""
1716,5,"""Additionally, LCDs have a larger usable area than a CRT of the same size"""
1717,5,"""Size does matter, especially with something like a laptop"""
1718,5,"""But three weeks ago, I took the plunge, and I ignored all that by securing the 14"" screen iBook"""
1719,5,"""It has a brilliant, beautiful screen that is a delight to my 60+ eyes"""
1720,5,"""The suite of included software, including Apple's digital hub, is fabulous"""
1721,5,"""The machine is gorgeous (though, to be frank, some might say its bright, white finish is akin to a kitchen appliance), extremely sturdy, and it gets warm, but not hot"""
1722,5,"""Best of all, perhaps, is the price: hundreds less than a Powerbook"""
1723,5,"""Applecare provides terrific protection and allows you three years of telephone support from Apple's excellent technical support team"""
1724,5,"""The speakers are pretty lame - ""lo-fi,"" to be sure - but earphones cure that"""
1725,5,"""Another USB input or two would be welcome, but a hub is the answer there"""
1726,5,"""One is Mac OS X (10_2 Jaguar)"""
1727,5,"""In my opinion, Mac OS X is the best OS I have used"""
1728,5,"""I decided on Apple because I was fed up with lousy security on PC's"""
1729,5,"""DVD playback is good, if not better, than my family's set top player"""
1730,5,"""These apps are better than the PC apps I used before"""
1731,5,"""This iBook also has Mac OS 9 bootable"""
1732,5,"""If there's one thing that annoys me about the ibook, it's the sound"""
1733,5,"""Let me put it this way: you will need headphones for quality sound"""
1734,5,"""Although based on specs and tech yammer it is not up to scratch I can think of few things that I can't do with this smart looking machine"""
1735,5,"""without the fan noise"""
1736,5,"""An external HD is a good addition, though, as the basic 40gig builtin drive fills up fairly quickly"""
1737,5,"""mine is two years old and I still get 4_5 hours out of the original battery"""
1738,5,"""In a word if you are on a budget and want to use all the iLife applications and virtually every other application this machine comes highly recommended"""
1739,4,"""These books come with a buch of software that will set most people up just fine: Quicken, World Book Encyclopedia, Otto Matic (game), FaxSTF, iPhoto, iMovie, iTunes, Preview (for graphics viewing, and others as well as AppleWorks which has Word Processing, Spreadsheets, Database and Drawing/Painting"""
1740,4,"""I would definately buy one of these again (although I do think that the iBook 900 with the 12"" screen is a better buy"""
1741,5,"""Before I say more let me give a little background, this is my first apple purchase and the first apple computer I have touched since apple II in school many many years ago"""
1742,5,"""I bought this little machine after about 2 months of research, it began as a curiosity and then I have to admit my fustration with windows pushed me to seriously consider it"""
1743,5,"""Only one item I wish apple would have done on this model, I love the lit up keyboard in the top of the line power book, come on apple make that standard"""
1744,5,"""Someone complained about the keyboard and I admit it has a different feel but all in all this is a four 1/2 star machine, what would make it five"""
1745,5,"""better speakers, lit up keyboard"""
1746,4,"""To display Thai, your iExpl"""
1747,4,"""And why not try Safari Browser for a change"""
1748,4,"""Light in weight (I can hold it in one hand easily), fast, and super sleek"""
1749,4,"""The operating system, OS X, is fantastic: powerful, beautiful, and it doesn't crash"""
1750,4,"""It plays DVD's perfectly, and iTunes 4 burns CD's as fast as my external FireWire drive"""
1751,4,"""BTW, before relying on a Windows user for info about Macs, talk to a knowledgeable dual platform user such as myself"""
1752,4,"""You'd find the stuff you hear (they are slow, over priced, Apple is dying, etc"""
1753,5,"""It's a great computer for traveling (you can really notice the difference between it and a full size MBP in a backpack)"""
1754,5,"""If the fan comes on too frequently, try using some compressed air to blow dust out of the computer, or better yet, open it up and give it a good cleaning"""
1755,5,"""Opening the case or replacing the HD is about a 1 hour job, so have someone else do it if you're not good with tools"""
1756,5,"""Two negatives: airport reception is not as long ranged as the plastic iBook and battery life is roughly half that of the iBook"""
1757,5,"""I recommend you buy a 60GB firewire drive to make clone backups of the hard drive"""
1758,5,"""With all the latest Apple software I have trashed my Palm Pilot - between my laptop and my iSynched Ericson phone - I have everything"""
1759,4,"""Yeah, I know it's a little more money than the knock-off PC clones from Dell and Gateway, but this is a far superior computer"""
1760,4,"""The 15-inch is the perfect size for me"""
1761,4,"""And seated at a desk the 17-inch is also attractive, presenting a massive, bright screen to work on"""
